dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,5.212709,1.111798,6.031323,0.510351,-1.148008,72.148916,5.693622
0.050000,5.232228,1.099939,6.054163,0.456790,-1.071219,1.535781,5.783637
0.050000,5.250760,1.090921,6.074772,0.412187,-0.892074,3.582889,5.879166
0.050000,5.268646,1.084279,6.093851,0.381588,-0.611971,5.602062,5.977070
0.050000,5.286440,1.079589,6.112253,0.368032,-0.271120,6.817015,6.073533
0.050000,5.304748,1.076574,6.130807,0.371088,0.061109,6.644594,6.164832
0.050000,5.324043,1.075113,6.150158,0.387025,0.318752,5.152849,6.248080
0.050000,5.344568,1.075172,6.170683,0.410488,0.469259,3.010138,0.038407
0.050000,5.366333,1.076724,6.192503,0.436406,0.518356,0.981945,0.101632
0.050000,5.389196,1.079696,6.215558,0.461103,0.493935,-0.488426,0.154845
0.050000,5.412939,1.083960,6.239682,0.482471,0.427371,-1.331276,0.198790
0.050000,5.437333,1.089347,6.264663,0.499630,0.343173,-1.683953,0.234409
0.050000,5.462165,1.095665,6.290287,0.512468,0.256760,-1.728263,0.262671
0.050000,5.487256,1.102720,6.316351,0.521278,0.176206,-1.611091,0.284478
0.050000,5.512460,1.110324,6.342677,0.526519,0.104812,-1.427881,0.300630
0.050000,5.537661,1.118303,6.369111,0.528678,0.043191,-1.232416,0.311815
0.050000,5.562768,1.126499,6.395521,0.528209,-0.009376,-1.051334,0.318624
0.050000,5.587705,1.134774,6.421796,0.525502,-0.054158,-0.895649,0.321558
0.050000,5.612414,1.143006,6.447840,0.520873,-0.092568,-0.768183,0.321046
0.050000,5.636841,1.151087,6.473568,0.514575,-0.125959,-0.667835,0.317464
0.050000,5.660938,1.158926,6.498908,0.506798,-0.155552,-0.591846,0.311142
0.050000,5.684658,1.166445,6.523792,0.497678,-0.182397,-0.536904,0.302382
0.050000,5.707956,1.173578,6.548158,0.487309,-0.207378,-0.499622,0.291463
0.050000,5.730782,1.180272,6.571945,0.475748,-0.231213,-0.476702,0.278653
0.050000,5.753085,1.186482,6.595096,0.463025,-0.254461,-0.464967,0.264211
0.050000,5.774808,1.192179,6.617554,0.449149,-0.277528,-0.461343,0.248397
0.050000,5.795891,1.197340,6.639260,0.434115,-0.300672,-0.462865,0.231470
0.050000,5.816271,1.201955,6.660155,0.417915,-0.324007,-0.466707,0.213691
0.050000,5.835880,1.206024,6.680182,0.400539,-0.347520,-0.470266,0.195324
0.050000,5.854650,1.209557,6.699281,0.381985,-0.371084,-0.471265,0.176633
0.050000,5.872510,1.212574,6.717394,0.362261,-0.394477,-0.467877,0.157881
0.050000,5.889391,1.215103,6.734464,0.341390,-0.417419,-0.458832,0.139323
0.050000,5.905226,1.217178,6.750434,0.319410,-0.439593,-0.443474,0.121210
0.050000,5.919951,1.218842,6.765253,0.296376,-0.460681,-0.421769,0.103776
0.050000,5.933507,1.220142,6.778871,0.272356,-0.480393,-0.394242,0.087243
0.050000,5.945839,1.221125,6.791243,0.247432,-0.498486,-0.361849,0.071815
0.050000,5.956901,1.221842,6.802327,0.221693,-0.514777,-0.325824,0.057672
0.050000,5.966650,1.222343,6.812089,0.195236,-0.529152,-0.287500,0.044977
0.050000,5.975051,1.222675,6.820497,0.168158,-0.541559,-0.248148,0.033868
0.050000,5.982076,1.222880,6.827525,0.140558,-0.552002,-0.208849,0.024463
0.050000,5.987708,1.222996,6.833158,0.112658,-0.557996,-0.119881,0.016848
0.050000,5.992025,1.223056,6.837475,0.086351,-0.526140,0.637127,0.010966
0.050000,5.995195,1.223084,6.840646,0.063415,-0.458717,1.348453,0.006622
0.050000,5.997392,1.223095,6.842843,0.043943,-0.389448,1.385371,0.003599
0.050000,5.998792,1.223099,6.844243,0.027998,-0.318885,1.411266,0.001669
0.050000,5.999574,1.223100,6.845024,0.015625,-0.247468,1.428332,0.000590
0.050000,5.999916,1.223100,6.845367,0.006848,-0.175540,1.438564,0.000116
0.050000,6.000000,1.223100,6.845451,0.001680,-0.103350,1.443802,0.000000
0.050000,6.000000,1.223100,6.845451,0.000000,-0.033607,1.394855,0.000000
