dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,5.092156,1.219668,5.866707,1.753796,-2.213873,6.490502,5.557022
0.050000,5.152546,1.162941,5.949562,1.657092,-1.934088,5.595701,5.502303
0.050000,5.187615,1.130526,5.997317,0.955113,-14.039580,-242.109853,5.594643
0.050000,5.218558,1.107992,6.035595,0.765555,-3.791157,204.968466,5.719366
0.050000,5.247134,1.092513,6.068094,0.649986,-2.311375,29.595632,5.859830
0.050000,5.274103,1.082644,6.096813,0.574365,-1.512415,15.979200,6.007094
0.050000,5.301296,1.077013,6.124583,0.555400,-0.379310,22.662108,6.148472
0.050000,5.330520,1.074966,6.153878,0.585902,0.610045,19.787105,6.272883
0.050000,5.362547,1.076357,6.185936,0.641157,1.105100,9.901102,0.091598
0.050000,5.397127,1.080999,6.220826,0.697796,1.132786,0.553719,0.170676
0.050000,5.433538,1.088450,6.257991,0.743312,0.910317,-4.449396,0.229420
0.050000,5.471031,1.098090,6.296704,0.774255,0.618857,-5.829195,0.271091
0.050000,5.509005,1.109256,6.336285,0.791625,0.347395,-5.429240,0.298725
0.050000,5.547021,1.121336,6.376174,0.797784,0.123180,-4.484294,0.314832
0.050000,5.584771,1.133797,6.415928,0.795076,-0.054162,-3.546846,0.321398
0.050000,5.622031,1.146198,6.455197,0.785377,-0.193966,-2.796084,0.319988
0.050000,5.658621,1.158180,6.493699,0.770036,-0.306824,-2.257156,0.311866
0.050000,5.694382,1.169456,6.531196,0.749935,-0.402027,-1.904058,0.298097
0.050000,5.729154,1.179805,6.567475,0.725587,-0.486959,-1.698635,0.279634
0.050000,5.762763,1.189065,6.602337,0.697233,-0.567076,-1.602348,0.257374
0.050000,5.795016,1.197133,6.635583,0.664933,-0.645998,-1.578443,0.232203
0.050000,5.825699,1.203958,6.667016,0.628653,-0.725601,-1.592057,0.205012
0.050000,5.854581,1.209545,6.696433,0.588345,-0.806157,-1.611113,0.176704
0.050000,5.881422,1.213949,6.723634,0.544016,-0.886589,-1.608653,0.148182
0.050000,5.905987,1.217271,6.748423,0.495772,-0.964881,-1.565830,0.120322
0.050000,5.928052,1.219646,6.770615,0.443842,-1.038589,-1.474163,0.093951
0.050000,5.947416,1.221237,6.790043,0.388574,-1.105377,-1.335755,0.069817
0.050000,5.963907,1.222215,6.806563,0.330402,-1.163431,-1.161075,0.048570
0.050000,5.977387,1.222750,6.820054,0.269818,-1.211679,-0.964963,0.030752
0.050000,5.987750,1.222997,6.830421,0.207329,-1.249791,-0.762250,0.016789
0.050000,5.994921,1.223082,6.837592,0.143428,-1.278006,-0.564297,0.006998
0.050000,5.998851,1.223099,6.841521,0.078585,-1.296865,-0.377178,0.001588
0.050000,6.000000,1.223100,6.842671,0.022988,-1.111930,3.698706,0.000000
0.050000,6.000000,1.223100,6.842671,0.000000,-0.459770,13.043195,0.000000
