dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,0.061231,0.695000,0.001250,0.050000,1.000000,20.000000,0.000000
0.050000,0.064981,0.695000,0.005000,0.075000,0.500000,-10.000000,0.000000
0.050000,0.071231,0.695000,0.011250,0.125000,1.000000,10.000000,0.000000
0.050000,0.079981,0.695000,0.020000,0.175000,1.000000,0.000000,0.000000
0.050000,0.091231,0.695000,0.031250,0.225000,1.000000,-0.000000,0.000000
0.050000,0.104981,0.695000,0.045000,0.275000,1.000000,-0.000000,0.000000
0.050000,0.121231,0.695000,0.061250,0.325000,1.000000,-0.000000,0.000000
0.050000,0.139981,0.695000,0.080000,0.375000,1.000000,-0.000000,0.000000
0.050000,0.161231,0.695000,0.101250,0.425000,1.000000,0.000000,0.000000
0.050000,0.184981,0.695000,0.125000,0.475000,1.000000,0.000000,0.000000
0.050000,0.211231,0.695000,0.151250,0.525000,1.000000,0.000000,0.000000
0.050000,0.239981,0.695000,0.180000,0.575000,1.000000,-0.000000,0.000000
0.050000,0.271231,0.695000,0.211250,0.625000,1.000000,0.000000,0.000000
0.050000,0.304981,0.695000,0.245000,0.675000,1.000000,-0.000000,0.000000
0.050000,0.341231,0.695000,0.281250,0.725000,1.000000,-0.000000,0.000000
0.050000,0.379981,0.695000,0.320000,0.775000,1.000000,0.000000,0.000000
0.050000,0.421231,0.695000,0.361250,0.825000,1.000000,0.000000,0.000000
0.050000,0.464981,0.695000,0.405000,0.875000,1.000000,-0.000000,0.000000
0.050000,0.511231,0.695000,0.451250,0.925000,1.000000,0.000000,0.000000
0.050000,0.559981,0.695000,0.500000,0.975000,1.000000,-0.000000,0.000000
0.050000,0.611231,0.695000,0.551250,1.025000,1.000000,0.000000,0.000000
0.050000,0.664981,0.695000,0.605000,1.075000,1.000000,0.000000,0.000000
0.050000,0.721231,0.695000,0.661250,1.125000,1.000000,0.000000,0.000000
0.050000,0.779981,0.695000,0.720000,1.175000,1.000000,0.000000,0.000000
0.050000,0.841231,0.695000,0.781250,1.225000,1.000000,0.000000,0.000000
0.050000,0.904981,0.695000,0.845000,1.275000,1.000000,0.000000,0.000000
0.050000,0.971231,0.695000,0.911250,1.325000,1.000000,0.000000,0.000000
0.050000,1.039981,0.695000,0.980000,1.375000,1.000000,0.000000,0.000000
0.050000,1.111231,0.695000,1.051250,1.425000,1.000000,0.000000,0.000000
0.050000,1.184981,0.695000,1.125000,1.475000,1.000000,-0.000000,0.000000
0.050000,1.259981,0.695000,1.200000,1.500000,0.500000,-10.000000,0.000000
0.050000,1.334981,0.695000,1.275000,1.500000,-0.000000,-10.000000,0.000000
0.050000,1.409981,0.695000,1.350000,1.500000,0.000000,0.000000,0.000000
0.050000,1.484981,0.695000,1.425000,1.500000,-0.000000,-0.000000,0.000000
0.050000,1.559981,0.695000,1.500000,1.500000,0.000000,0.000000,0.000000
0.050000,1.634981,0.695000,1.575000,1.500000,-0.000000,-0.000000,0.000000
0.050000,1.709981,0.695000,1.650000,1.500000,0.000000,0.000000,0.000000
0.050000,1.784981,0.695000,1.725000,1.500000,0.000000,0.000000,0.000000
0.050000,1.859981,0.695000,1.800000,1.500000,-0.000000,-0.000000,0.000000
0.050000,1.934981,0.695000,1.875000,1.500000,0.000000,0.000000,0.000000
0.050000,2.010202,0.695004,1.950222,1.504433,0.088668,1.773369,0.000802
0.050000,2.086880,0.695288,2.026900,1.533569,0.582714,9.880903,0.006492
0.050000,2.163375,0.695982,2.103399,1.529968,-0.072027,-13.094805,0.011572
0.050000,2.239686,0.697040,2.179717,1.526362,-0.072116,-0.001782,0.016040
0.050000,2.315812,0.698412,2.255854,1.522753,-0.072170,-0.001078,0.019897
0.050000,2.391751,0.700050,2.331811,1.519144,-0.072198,-0.000562,0.023141
0.050000,2.467505,0.701907,2.407588,1.515533,-0.072208,-0.000210,0.025774
0.050000,2.543074,0.703935,2.483184,1.511923,-0.072208,0.000005,0.027795
0.050000,2.618459,0.706088,2.558600,1.508313,-0.072203,0.000108,0.029204
0.050000,2.693661,0.708319,2.633835,1.504703,-0.072196,0.000125,0.030001
0.050000,2.768681,0.710581,2.708890,1.501093,-0.072192,0.000083,0.030186
0.050000,2.843522,0.712828,2.783764,1.497484,-0.072192,0.000007,0.029760
0.050000,2.918183,0.715016,2.858458,1.493874,-0.072196,-0.000077,0.028722
0.050000,2.992668,0.717098,2.932971,1.490264,-0.072203,-0.000143,0.027071
0.050000,3.066975,0.719030,3.007303,1.486653,-0.072211,-0.000165,0.024809
0.050000,3.141107,0.720767,3.081456,1.483042,-0.072217,-0.000117,0.021935
0.050000,3.215063,0.722264,3.155427,1.479432,-0.072215,0.000028,0.018449
0.050000,3.288844,0.723478,3.229218,1.475822,-0.072201,0.000294,0.014351
0.050000,3.362450,0.724365,3.302829,1.472213,-0.072165,0.000707,0.009642
0.050000,3.435878,0.724882,3.376259,1.468608,-0.072101,0.001295,0.004322
0.050000,3.509715,0.725001,3.450096,1.476729,0.162422,4.690448,0.000405
0.050000,3.589898,0.725576,3.530281,1.603712,2.539655,47.544670,0.017987
0.050000,3.678415,0.729011,3.618864,1.771659,3.358946,16.385826,0.064058
0.050000,3.777431,0.739242,3.718407,1.990862,4.384060,20.502267,0.147352
0.050000,3.889988,0.763480,3.833545,2.302744,6.237623,37.071271,0.283714
0.050000,4.016449,0.814666,3.969972,2.728555,8.516225,45.572032,0.492791
0.050000,4.143152,0.907119,4.126820,3.136958,8.168065,-6.963209,0.771980
0.050000,4.240109,1.033785,4.286334,3.190284,1.066526,-142.030779,1.060356
0.050000,4.294597,1.165511,4.428885,2.851006,-6.785573,-157.041962,1.290411
0.050000,4.318525,1.285817,4.551547,2.453254,-7.955040,-23.389346,1.452435
0.050000,4.324983,1.393822,4.659745,2.163959,-5.785889,43.383008,1.565165
0.050000,4.324958,1.470808,4.736731,1.539717,-12.484848,-133.979164,1.571960
0.050000,4.324827,1.546143,4.812067,1.506715,-0.660027,236.496403,1.573098
0.050000,4.324614,1.621448,4.887372,1.506107,-0.012178,12.956985,1.574133
0.050000,4.324327,1.696723,4.962647,1.505498,-0.012179,-0.000015,1.575065
0.050000,4.323974,1.771966,5.037892,1.504889,-0.012179,-0.000010,1.575893
0.050000,4.323563,1.847179,5.113106,1.504280,-0.012180,-0.000006,1.576619
0.050000,4.323101,1.922361,5.188289,1.503671,-0.012180,-0.000003,1.577241
0.050000,4.322597,1.997513,5.263442,1.503062,-0.012180,-0.000001,1.577760
