dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,4.751201,0.923218,5.485108,1.142133,0.735847,-6.142874,5.623289
0.050000,4.795876,0.886032,5.543235,1.162534,0.408033,-6.556289,5.557022
0.050000,4.838463,0.846009,5.601677,1.168840,0.126115,-5.638357,5.502303
0.050000,4.904094,0.785982,5.690619,1.778836,12.199916,241.476034,5.594643
0.050000,4.980100,0.730855,5.784512,1.877856,1.980397,-204.390392,5.719366
0.050000,5.063825,0.685706,5.879634,1.902456,0.492013,-29.767676,5.859830
0.050000,5.152470,0.653342,5.974003,1.887368,-0.301763,-15.875527,6.007094
0.050000,5.241369,0.634856,6.064803,1.816005,-1.427273,-22.510199,6.148472
0.050000,5.325923,0.628790,6.149575,1.695430,-2.411494,-19.684414,6.272883
0.050000,5.403361,0.632027,6.227081,1.550121,-2.906181,-9.893741,0.091598
0.050000,5.472914,0.641282,6.297246,1.403303,-2.936350,-0.603378,0.170676
0.050000,5.535010,0.653942,6.360619,1.267466,-2.716739,4.392222,0.229420
0.050000,5.590516,0.668186,6.417924,1.146094,-2.427445,5.785872,0.271091
0.050000,5.640322,0.682818,6.469835,1.038225,-2.157373,5.401451,0.298725
0.050000,5.685190,0.697067,6.516911,0.941526,-1.933984,4.467783,0.314832
0.050000,5.725723,0.710445,6.559595,0.853671,-1.757113,3.537419,0.321398
0.050000,5.762385,0.722648,6.598235,0.772792,-1.617569,2.790882,0.319988
0.050000,5.795530,0.733503,6.633112,0.697550,-1.504846,2.254461,0.311866
0.050000,5.825431,0.742935,6.664465,0.627065,-1.409701,1.902882,0.298097
0.050000,5.852307,0.750937,6.692507,0.560826,-1.324781,1.698413,0.279634
0.050000,5.876340,0.757563,6.717436,0.498594,-1.244644,1.602737,0.257374
0.050000,5.897696,0.762908,6.739452,0.440309,-1.165683,1.579213,0.232203
0.050000,5.916536,0.767102,6.758752,0.386008,-1.086032,1.593020,0.205012
0.050000,5.933016,0.770293,6.775539,0.335737,-1.005427,1.612106,0.176704
0.050000,5.947299,0.772639,6.790013,0.289489,-0.924950,1.609531,0.148182
0.050000,5.959546,0.774297,6.802371,0.247158,-0.846626,1.566481,0.120322
0.050000,5.969911,0.775414,6.812797,0.208513,-0.772900,1.474521,0.093951
0.050000,5.978542,0.776124,6.821457,0.173207,-0.706110,1.335813,0.069817
0.050000,5.985570,0.776541,6.828498,0.140804,-0.648066,1.160876,0.048570
0.050000,5.991106,0.776761,6.834038,0.110812,-0.599837,0.964586,0.030752
0.050000,5.995242,0.776860,6.838174,0.082725,-0.561747,0.761790,0.016789
0.050000,5.998044,0.776893,6.840977,0.056047,-0.533555,0.563850,0.006998
0.050000,5.999559,0.776900,6.842492,0.030311,-0.514714,0.376820,0.001588
0.050000,6.000000,0.776900,6.842933,0.008815,-0.429930,1.695676,0.000000
0.050000,6.000000,0.776900,6.842933,0.000000,-0.176296,5.072673,0.000000
