dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,0.061231,0.990000,0.001250,0.050000,1.000000,20.000000,0.000000
0.050000,0.064981,0.990000,0.005000,0.100000,1.000000,0.000000,0.000000
0.050000,0.071231,0.990000,0.011250,0.150000,1.000000,0.000000,0.000000
0.050000,0.079981,0.990000,0.020000,0.200000,1.000000,-0.000000,0.000000
0.050000,0.091231,0.990000,0.031250,0.250000,1.000000,0.000000,0.000000
0.050000,0.104981,0.990000,0.045000,0.300000,1.000000,0.000000,0.000000
0.050000,0.121231,0.990000,0.061250,0.350000,1.000000,-0.000000,0.000000
0.050000,0.139981,0.990000,0.080000,0.400000,1.000000,0.000000,0.000000
0.050000,0.161231,0.990000,0.101250,0.450000,1.000000,-0.000000,0.000000
0.050000,0.184981,0.990000,0.125000,0.500000,1.000000,0.000000,0.000000
0.050000,0.211231,0.990000,0.151250,0.550000,1.000000,-0.000000,0.000000
0.050000,0.239981,0.990000,0.180000,0.600000,1.000000,0.000000,0.000000
0.050000,0.271231,0.990000,0.211250,0.650000,1.000000,-0.000000,0.000000
0.050000,0.304981,0.990000,0.245000,0.700000,1.000000,0.000000,0.000000
0.050000,0.341231,0.990000,0.281250,0.750000,1.000000,0.000000,0.000000
0.050000,0.379981,0.990000,0.320000,0.800000,1.000000,0.000000,0.000000
0.050000,0.421231,0.990000,0.361250,0.850000,1.000000,-0.000000,0.000000
0.050000,0.464981,0.990000,0.405000,0.900000,1.000000,0.000000,0.000000
0.050000,0.511231,0.990000,0.451250,0.950000,1.000000,0.000000,0.000000
0.050000,0.559981,0.990000,0.500000,1.000000,1.000000,0.000000,0.000000
0.050000,0.611231,0.990000,0.551250,1.050000,1.000000,-0.000000,0.000000
0.050000,0.664981,0.990000,0.605000,1.100000,1.000000,0.000000,0.000000
0.050000,0.721231,0.990000,0.661250,1.150000,1.000000,0.000000,0.000000
0.050000,0.779981,0.990000,0.720000,1.200000,1.000000,-0.000000,0.000000
0.050000,0.841231,0.990000,0.781250,1.250000,1.000000,-0.000000,0.000000
0.050000,0.904981,0.990000,0.845000,1.300000,1.000000,0.000000,0.000000
0.050000,0.971231,0.990000,0.911250,1.350000,1.000000,0.000000,0.000000
0.050000,1.039981,0.990000,0.980000,1.400000,1.000000,-0.000000,0.000000
