dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,6.592021,0.840790,9.088440,1.327734,-2.236886,7.156660,1.079216
0.050000,6.619682,0.896091,9.150272,1.236657,-1.821533,8.307064,1.132287
0.050000,6.643344,0.949190,9.208405,1.162646,-1.480222,6.826210,1.168753
0.050000,6.664256,1.000095,9.263438,1.100664,-1.239643,4.811586,1.191319
0.050000,6.683334,1.048794,9.315741,1.046058,-1.092127,2.950326,1.201642
0.050000,6.701264,1.095189,9.365480,0.994776,-1.025632,1.329885,1.200471
0.050000,6.718564,1.139056,9.412635,0.943107,-1.033387,-0.155091,1.187722
0.050000,6.735614,1.180014,9.457000,0.887293,-1.116265,-1.657558,1.162468
0.050000,6.752643,1.217484,9.498158,0.823163,-1.282602,-3.326741,1.122848
0.050000,6.769675,1.250663,9.535454,0.745915,-1.544963,-5.247225,1.065927
0.050000,6.786425,1.278545,9.567980,0.650527,-1.907767,-7.256076,0.987642
0.050000,6.802176,1.300105,9.594680,0.534005,-2.330435,-8.453358,0.883259
0.050000,6.815840,1.314823,9.614763,0.401654,-2.647016,-6.331625,0.749227
0.050000,6.826660,1.323493,9.628628,0.277301,-2.487063,3.199063,0.587327
0.050000,6.839616,1.330264,9.643247,0.292383,0.301638,55.774014,0.428936
0.050000,6.874479,1.345121,9.681144,0.757930,9.310933,180.185895,0.374705
0.050000,6.908000,1.357121,9.716748,0.712080,-0.916988,-204.558415,0.310206
0.050000,6.939580,1.365978,9.749547,0.655984,-1.121921,-4.098651,0.233143
0.050000,6.968530,1.371528,9.779023,0.589530,-1.329095,-4.143484,0.141197
0.050000,6.994223,1.373839,9.804820,0.515935,-1.471889,-2.855879,0.032767
0.050000,7.016441,1.373245,9.827046,0.444519,-1.428314,0.871495,6.191525
0.050000,7.035782,1.370164,9.846632,0.391711,-1.056174,7.442803,6.055267
0.050000,7.053737,1.364646,9.865415,0.375663,-0.320956,14.704368,5.915413
0.050000,7.072067,1.356088,9.885644,0.404591,0.578567,17.990457,5.782041
0.050000,7.091935,1.343532,9.909147,0.470052,1.309203,14.612723,5.663333
0.050000,7.113590,1.326279,9.936835,0.553762,1.674205,7.300039,5.563376
0.050000,7.136703,1.304194,9.968803,0.639359,1.711953,0.754959,5.482590
0.050000,7.160815,1.277611,10.004693,0.717796,1.568737,-2.864318,5.419371
0.050000,7.185582,1.247080,10.044006,0.786268,1.369432,-3.986111,5.371487
0.050000,7.210844,1.213190,10.086276,0.845387,1.182381,-3.741008,5.336845
0.050000,7.236611,1.176473,10.131132,0.897123,1.034727,-2.953090,5.313794
0.050000,7.263031,1.137372,10.178321,0.943783,0.933192,-2.030701,5.301196
0.050000,7.290365,1.096246,10.227703,0.987638,0.877103,-1.121782,5.298426
0.050000,7.318987,1.053379,10.279246,1.030869,0.864625,-0.249549,5.305344
0.050000,7.349382,1.009011,10.333028,1.075630,0.895211,0.611707,5.322297
0.050000,7.382176,0.963363,10.389234,1.124132,0.970037,1.496522,5.350125
0.050000,7.418162,0.916692,10.448168,1.178673,1.090825,2.415763,5.390186
0.050000,7.458334,0.869370,10.510242,1.241477,1.256079,3.305075,5.444339
0.050000,7.503887,0.822020,10.575947,1.314095,1.452365,3.925735,5.514793
0.050000,7.556127,0.775728,10.645746,1.395985,1.637794,3.708567,5.603642
0.050000,7.616154,0.732280,10.719847,1.482016,1.720616,1.656443,5.711831
0.050000,7.682990,0.694854,10.796448,1.532037,1.000437,-14.403580,5.835220
0.050000,7.753156,0.666509,10.872123,1.513486,-0.371038,-27.429490,5.964004
0.050000,7.823013,0.648160,10.944350,1.444547,-1.378777,-20.154784,6.088518
0.050000,7.889620,0.638934,11.011593,1.344853,-1.993873,-12.301930,6.201848
0.050000,7.947203,0.636900,11.069212,1.152387,-3.849328,-37.109091,0.000000
0.050000,7.984198,0.636900,11.106207,0.739899,-8.249759,-88.008634,0.000000
0.050000,8.018693,0.636900,11.140702,0.689899,-1.000000,144.995190,0.000000
0.050000,8.050688,0.636900,11.172697,0.639899,-1.000000,0.000000,0.000000
